2026-05-02 17:07:54.423 CEST [main]  TRACE LineSegmentationEvaluatorTool:42 - main
2026-05-02 17:07:54.433 CEST [main]  INFO  LineSegmentationEvaluatorTool:130 - Loading image ground truth from /home/artur/Thesis/fsl-tl-manuscripts/00_data/DIVA-HisDB/CS863/pixel-level-gt-CS863/pixel-level-gt/public-test/e-codices_csg-0863_071_max.png
2026-05-02 17:07:54.540 CEST [main]  INFO  LineSegmentationEvaluatorTool:138 - Loading page ground truth from /home/artur/Thesis/fsl-tl-manuscripts/00_data/DIVA-HisDB/CS863/PAGE-gt-CS863-TASK-2/TASK-2/public-test/e-codices_csg-0863_071_max.xml
2026-05-02 17:07:54.541 CEST [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2026-05-02 17:07:54.559 CEST [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2026-05-02 17:07:54.564 CEST [main]  DEBUG ImageLinePageDataset:129 - found 30 polygons in XML document
2026-05-02 17:07:54.565 CEST [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@5d76b067
2026-05-02 17:07:54.565 CEST [main]  INFO  LineSegmentationEvaluatorTool:143 - Loading method output from /home/artur/Thesis/fsl-tl-manuscripts/99_evaluation/pred_cs863_ultralytics_yolov8n_seg/e-codices_csg-0863_071_max.xml
2026-05-02 17:07:54.565 CEST [main]  TRACE ImageLinePageDataset:51 - readDataFromFile
2026-05-02 17:07:54.567 CEST [main]  TRACE ImageLinePageDataset:82 - getPolygonFromXml
2026-05-02 17:07:54.567 CEST [main]  DEBUG ImageLinePageDataset:129 - found 25 polygons in XML document
2026-05-02 17:07:54.568 CEST [main]  TRACE ImageLinePageDataset:67 - java.util.ArrayList@2a17b7b6
2026-05-02 17:07:54.568 CEST [main]  INFO  LineSegmentationEvaluatorTool:148 - Evaluating...
2026-05-02 17:07:54.568 CEST [main]  TRACE LineSegmentationEvaluator:50 - evaluate
2026-05-02 17:07:54.568 CEST [main]  TRACE LineSegmentationEvaluator:316 - getMatchingPolygons
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:339 - matching possibility for GT: java.awt.Polygon@614ddd49
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@614ddd49 with MO: java.awt.Polygon@1f554b06
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@614ddd49 with MO: java.awt.Polygon@694e1548
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@614ddd49 with MO: java.awt.Polygon@1c3a4799
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@614ddd49 with MO: java.awt.Polygon@131276c2
2026-05-02 17:07:54.569 CEST [main]  TRACE LineSegmentationEvaluator:349 - no matching possibility of java.awt.Polygon@614ddd49 with MO: java.awt.Polygon@26aa12dd
